Unnamed: 0,MathScore,ReadingScore,WritingScore
709,55,54,54
710,66,62,71
711,77,87,81
712,72,73,75
713,70,69,60
714,72,83,94
715,63,62,67
716,83,96,100
717,91,96,86
718,87,82,85
720,80,82,85
721,77,70,71
722,66,73,74
723,73,80,81
724,68,65,60
725,61,59,56
726,59,65,61
727,47,50,53
728,70,67,67
729,57,52,44
730,94,100,100
731,52,66,59
732,53,68,66
733,61,54,51
734,56,72,70
735,59,67,63
736,92,89,89
737,77,66,75
738,74,90,88
739,49,65,63
740,92,100,100
741,37,47,47
742,48,58,51
743,62,64,58
744,75,78,70
745,75,69,67
746,68,60,56
747,65,56,52
748,67,90,88
749,46,53,57
750,100,93,100
751,57,46,46
752,82,71,72
753,76,63,62
754,43,52,53
755,63,61,57
756,88,81,80
757,90,88,82
758,89,97,91
759,59,58,63
760,66,82,84
761,83,84,85
762,48,48,43
763,68,77,75
764,84,81,77
765,70,74,70
766,51,58,60
767,50,64,60
768,72,67,65
769,69,79,80
770,74,70,69
771,76,88,92
772,80,88,92
773,94,100,100
774,83,60,63
775,74,82,74
776,56,56,54
777,66,69,65
778,80,82,76
779,100,92,88
780,62,76,81
781,92,85,81
782,74,88,89
783,66,66,68
784,64,62,52
785,82,86,84
786,79,74,70
787,59,69,63
788,57,70,66
789,73,63,64
790,79,73,76
791,56,68,69
792,68,57,63
793,56,52,57
794,72,88,88
795,68,73,77
796,55,41,41
797,90,79,77
798,69,81,77
799,87,100,95
800,61,74,74
801,62,59,62
802,85,92,88
803,54,53,48
804,34,50,42
805,65,72,71
806,30,42,43
807,87,77,69
808,67,77,75
809,80,86,76
810,66,73,71
811,52,60,63
812,65,67,75
813,76,91,90
814,43,48,46
815,40,52,49
816,83,79,75
817,70,84,89
818,69,85,87
819,48,65,61
820,76,78,79
821,46,53,47
822,85,90,84
823,93,100,97
824,51,51,46
825,95,93,89
827,90,83,79
828,84,82,82
829,95,89,84
830,91,71,75
831,47,58,55
832,80,67,68
833,64,55,57
834,25,15,5
835,88,88,100
836,53,64,60
837,45,40,31
838,81,82,88
839,61,60,54
840,44,65,66
841,86,90,83
842,62,72,80
843,64,59,57
844,88,92,84
845,46,42,38
846,68,62,71
847,71,84,83
848,83,79,86
849,57,48,47
850,73,65,64
851,70,63,69
852,48,58,60
853,72,68,64
854,91,90,92
855,81,74,61
856,93,82,85
857,71,68,63
858,55,57,57
859,76,74,69
860,54,58,57
861,74,84,82
862,56,60,53
863,73,70,76
864,95,86,76
865,79,86,88
866,56,51,46
867,72,90,84
868,71,60,62
869,90,99,100
870,67,68,66
871,72,65,67
872,59,75,79
873,49,52,55
874,53,68,68
875,52,51,49
876,63,66,66
877,65,78,73
878,71,78,75
879,54,63,54
880,59,59,51
881,34,39,35
882,67,60,60
883,67,76,83
884,81,79,81
885,60,65,74
886,71,58,61
887,69,66,67
888,87,90,86
889,53,57,62
890,54,71,67
891,68,73,70
892,66,75,66
893,78,76,78
894,80,72,74
895,59,63,69
896,57,61,49
897,75,61,64
898,61,57,49
899,86,79,85
900,92,77,81
901,39,52,49
902,64,82,81
903,70,66,62
904,83,72,74
905,73,71,62
906,59,49,46
907,92,71,74
908,61,71,66
909,56,72,66
910,58,60,56
911,61,59,61
912,70,72,75
913,66,79,74
914,70,63,59
915,66,67,78
916,33,37,31
917,96,89,95
918,54,55,51
919,57,57,63
920,74,82,84
921,31,37,31
922,79,78,73
923,53,69,64
924,66,58,58
925,90,72,72
926,61,70,63
927,52,69,62
928,68,63,64
929,56,50,44
930,77,84,83
931,54,60,55
932,49,46,45
933,81,82,77
934,100,84,82
935,81,83,80
936,92,73,76
937,72,67,66
938,49,53,42
939,45,42,41
940,55,64,59
941,59,64,65
942,75,85,85
943,58,51,51
944,81,92,94
945,72,80,87
946,68,84,83
947,73,68,60
948,82,77,78
950,83,81,78
951,69,76,71
952,59,54,47
953,81,88,90
954,63,69,67
955,52,66,60
956,67,77,73
957,84,83,72
958,56,71,66
959,84,75,75
960,71,70,72
961,66,60,56
962,50,52,51
964,36,50,46
965,66,62,60
966,56,69,78
967,68,72,74
968,73,72,65
969,62,68,64
970,54,69,68
971,82,85,88
972,49,59,57
973,75,67,64
974,51,69,71
975,50,55,59
976,59,72,70
977,57,59,57
978,58,61,61
979,63,55,51
980,60,60,56
981,43,49,48
982,63,76,80
983,77,69,70
984,34,60,58
985,80,72,71
986,80,73,73
987,54,46,40
988,60,66,62
989,98,84,83
990,66,74,61
991,73,93,91
992,65,79,71
993,69,77,84
994,40,50,42
995,65,55,65
996,80,87,88
997,50,46,40
998,92,97,100
999,88,100,98
0,72,69,71
1,83,88,89
2,45,56,56
3,62,58,54
4,99,99,97
5,92,95,88
6,66,64,60
7,85,81,78
8,70,74,78
9,68,72,70
10,68,79,72
11,79,91,82
12,55,42,43
13,65,75,71
14,55,47,47
15,59,66,60
16,71,71,75
17,78,77,72
18,77,72,70
19,80,82,89
20,65,57,56
21,44,46,44
22,58,44,46
23,79,93,89
24,69,68,74
25,60,57,45
26,56,67,67
27,52,47,43
28,47,47,47
29,59,67,63
30,83,83,82
31,48,56,50
32,63,71,76
33,81,79,80
34,74,85,91
35,57,69,61
36,71,58,65
37,59,62,63
38,54,58,54
39,99,92,95
40,85,84,90
41,46,45,42
42,71,80,76
43,82,79,71
44,79,58,55
45,76,85,88
46,91,100,96
47,60,77,74
48,86,97,97
49,53,63,53
50,75,71,68
51,64,81,74
52,74,79,81
53,41,60,54
54,67,52,57
55,74,81,80
56,92,86,82
57,59,61,62
58,85,77,70
59,68,74,79
60,27,46,40
61,77,69,69
62,60,47,51
63,86,88,87
64,54,77,73
65,56,67,67
66,53,67,65
67,70,70,74
68,64,60,62
69,69,80,77
70,56,71,74
71,93,100,96
72,89,97,94
73,55,68,60
74,68,63,63
75,47,50,50
76,75,71,67
77,75,81,85
78,50,60,59
79,65,72,72
80,57,47,53
81,51,51,53
82,41,48,36
83,96,86,89
84,46,49,46
85,60,49,49
86,64,43,45
87,82,93,94
88,81,93,94
89,78,71,61
90,55,69,72
91,86,85,84
92,63,70,79
93,42,51,46
94,68,68,68
95,61,70,75
96,73,65,53
97,90,77,83
98,49,57,62
99,83,80,78
100,81,94,88
101,88,93,96
102,77,69,66
103,60,72,72
104,61,55,50
105,94,84,88
106,56,45,46
107,72,83,87
108,78,94,91
109,71,63,62
110,70,57,60
111,56,63,61
112,45,54,59
113,83,90,86
114,82,88,87
115,63,65,67
116,74,83,91
117,84,71,77
118,74,79,76
119,84,100,100
120,68,53,59
121,81,81,81
122,71,76,67
123,94,100,99
124,68,60,64
125,50,36,33
126,70,57,55
127,76,83,87
128,94,89,96
129,64,77,74
130,92,90,87
131,62,67,59
132,64,58,53
133,92,87,81
134,60,72,68
135,61,62,56
136,53,49,46
137,81,87,87
138,88,87,79
141,77,89,82
142,59,62,51
143,50,48,53
144,81,91,90
145,54,72,72
146,74,67,64
147,37,38,31
148,58,63,60
149,69,73,85
150,56,59,57
151,65,67,67
152,66,63,56
153,56,66,67
154,64,63,63
155,28,35,29
156,70,69,72
157,78,70,59
158,81,74,77
159,79,79,80
160,62,67,70
161,30,28,30
162,63,66,65
163,51,57,69
164,87,84,74
165,82,74,71
166,84,84,81
167,70,79,79
168,59,82,78
169,68,69,66
170,57,60,57
171,38,61,65
172,60,63,54
173,50,59,62
174,40,55,52
175,54,49,49
176,63,71,65
177,49,64,72
178,65,64,52
179,54,63,72
180,79,82,83
181,54,58,51
182,54,64,56
183,70,63,56
184,39,54,53
185,87,75,74
186,73,85,91
187,50,63,68
188,83,100,98
189,68,67,57
190,95,98,100
191,67,70,66
192,44,57,55
193,70,69,70
194,57,49,47
195,71,72,67
196,74,90,89
197,31,36,31
198,77,80,81
199,73,67,70
200,74,78,80
201,84,86,82
202,73,77,75
203,98,100,100
204,58,60,58
205,62,54,48
206,43,64,58
207,100,98,96
208,63,68,73
209,40,63,64
210,62,67,67
212,62,73,72
213,100,91,91
214,75,72,69
215,68,77,71
216,63,82,71
217,66,68,69
218,100,96,90
219,86,87,91
220,67,75,78
221,72,71,72
222,61,61,68
223,62,71,74
224,62,69,59
225,84,79,80
226,60,60,54
227,37,45,44
228,84,83,87
229,69,60,62
230,82,76,72
231,91,79,80
232,61,67,59
233,51,53,48
234,57,56,55
235,85,94,90
236,56,59,60
237,64,73,72
238,78,58,62
239,64,52,53
240,45,53,53
241,58,64,59
242,59,59,49
243,70,51,59
244,60,65,63
245,65,79,80
246,64,75,69
247,99,100,100
248,86,93,97
249,88,92,93
250,80,84,81
251,66,59,58
252,51,56,48
253,92,90,87
254,54,60,60
255,78,89,95
256,70,55,57
257,70,85,83
258,52,65,71
259,64,67,65
260,67,69,74
261,56,59,67
262,73,79,76
264,89,84,98
265,78,82,78
266,100,96,97
267,76,90,92
268,56,68,67
269,78,85,74
270,78,82,82
271,86,78,83
272,61,70,68
273,79,67,73
274,100,96,100
275,69,64,62
276,47,51,57
277,47,65,63
278,59,75,65
279,94,93,84
280,45,43,35
281,79,78,79
282,68,66,69
283,67,65,71
284,65,73,75
285,60,64,69
286,81,65,74
287,66,77,79
289,66,75,76
290,56,79,78
291,86,97,91
292,49,57,51
293,59,66,62
294,73,71,69
295,54,57,53
296,55,64,61
297,58,63,73
298,65,76,70
299,78,89,89
300,77,79,81
301,70,73,63
302,50,63,63
303,37,67,60
304,82,73,69
305,78,70,71
306,95,96,94
307,87,79,80
309,48,63,54
310,77,82,79
311,69,80,81
312,74,100,100
313,84,82,84
314,76,70,71
315,73,73,67
316,79,83,75
317,45,62,61
318,66,72,67
319,60,53,49
320,89,99,96
321,49,63,63
322,56,74,74
323,73,79,78
324,78,83,90
325,54,69,71
326,84,84,89
327,53,63,69
328,83,70,77
329,87,88,86
330,43,37,35
331,58,58,51
332,70,58,56
333,41,44,40
334,66,73,66
335,47,59,53
336,53,64,64
337,47,54,52
338,80,82,75
339,59,65,60
340,76,77,71
341,76,82,81
342,80,99,95
343,42,47,42
344,37,54,55
345,54,59,61
346,52,60,48
347,96,92,100
348,56,65,66
349,50,58,53
350,75,75,67
351,64,72,72
352,78,72,75
353,83,79,77
354,74,89,82
355,51,60,48
357,80,89,83
358,72,81,88
359,80,84,77
360,61,64,66
361,78,78,71
362,92,88,81
363,74,93,84
364,54,54,56
365,67,72,69
366,45,53,58
367,66,62,55
368,80,90,94
369,89,76,76
370,82,81,88
371,60,66,64
372,53,52,53
373,52,64,71
375,52,50,44
376,58,60,70
377,78,73,74
378,60,70,60
379,72,73,77
380,90,88,93
381,71,65,60
382,84,86,90
383,61,66,69
384,49,56,54
385,65,42,36
386,63,61,54
387,96,83,75
388,75,93,93
389,61,78,71
390,78,80,77
391,80,78,76
392,55,52,51
393,47,49,52
394,43,66,62
395,69,64,66
396,68,80,76
397,48,40,38
398,35,43,33
399,58,58,53
400,79,77,84
401,62,67,66
402,74,82,77
403,69,61,53
404,56,57,59
405,56,59,51
406,57,59,62
407,74,88,88
408,57,68,65
409,73,74,76
410,73,76,66
411,54,65,61
412,56,59,66
413,48,43,49
414,54,66,66
415,64,62,52
416,55,61,63
417,73,70,77
418,86,78,75
419,100,90,94
420,60,72,78
421,62,75,76
422,53,62,67
423,75,81,79
424,58,57,57
425,59,74,66
426,49,58,60
427,70,81,78
428,98,92,92
429,58,63,54
430,70,72,66
431,40,53,56
432,56,65,69
433,82,82,87
434,51,56,52
435,72,87,84
436,90,87,80
437,71,64,66
438,48,53,52
439,48,55,51
440,41,53,51
441,67,72,69
442,33,25,29
444,74,91,93
445,54,58,65
446,76,76,73
447,79,80,73
448,63,49,51
449,71,64,64
450,88,68,65
451,62,83,85
452,65,55,57
453,59,53,51
454,48,72,68
455,60,79,76
456,90,96,96
457,67,60,55
458,59,64,56
459,53,54,62
460,63,59,59
461,63,59,55
462,95,88,88
463,80,93,96
464,33,55,46
465,69,64,64
466,89,71,71
467,54,63,62
468,64,59,60
469,84,88,83
470,63,60,54
471,83,70,73
473,76,81,78
474,59,62,61
476,98,88,91
477,48,65,63
478,84,75,71
479,78,74,76
480,75,80,74
481,67,74,70
482,79,63,69
483,41,62,62
484,74,67,68
485,78,88,88
486,55,63,63
487,57,62,60
488,43,42,38
489,65,89,78
490,73,85,91
491,73,71,69
492,76,87,91
493,49,67,67
494,62,60,57
495,56,53,51
496,66,71,73
497,76,79,88
498,39,38,41
499,62,65,72
500,50,52,43
501,46,50,42
502,60,73,76
503,64,64,64
504,82,85,85
505,76,82,75
506,66,61,55
507,73,61,64
508,50,65,66
509,68,64,57
510,63,58,60
511,74,70,70
512,71,86,78
513,59,53,55
514,77,69,72
515,40,43,41
516,52,56,53
517,62,58,53
518,66,81,83
519,81,68,68
520,29,40,34
522,55,49,47
523,92,84,82
524,83,92,94
525,65,75,74
526,53,56,53
527,93,96,100
528,75,89,99
529,64,82,84
530,56,52,60
531,54,50,50
532,55,53,47
533,36,41,38
534,74,66,64
535,46,45,45
536,63,70,67
537,87,94,86
538,60,62,67
539,56,49,51
540,53,52,55
542,86,79,82
543,66,68,63
544,32,55,55
545,83,77,72
546,34,61,60
547,84,94,92
548,60,65,62
549,77,71,68
550,62,72,71
551,73,67,64
552,74,64,62
553,77,88,85
554,43,55,51
555,35,41,44
556,53,67,61
557,84,80,73
558,83,78,69
559,67,82,77
560,76,86,82
561,57,63,71
562,28,37,43
563,56,63,59
564,59,58,58
565,67,78,80
566,67,86,80
567,62,72,69
568,55,67,68
569,82,74,76
570,58,65,69
571,91,96,99
572,71,81,77
573,66,88,85
574,74,81,78
575,43,51,56
576,64,74,78
577,75,75,76
578,63,57,59
579,89,86,82
580,79,88,89
581,47,59,65
582,70,64,66
583,76,59,61
584,47,53,54
585,78,81,86
586,72,75,77
587,91,87,82
588,70,72,79
590,65,64,65
591,82,82,79
592,84,86,88
593,74,58,54
594,70,72,66
595,64,68,61
596,93,93,88
597,72,72,72
598,88,98,95
599,62,71,72
600,47,57,52
601,100,92,93
602,81,79,85
603,66,72,69
604,86,86,80
605,85,84,91
606,58,53,52
608,61,62,63
609,42,51,54
610,54,76,66
611,54,61,64
612,48,45,48
613,65,81,76
614,72,92,86
615,73,85,82
616,82,78,77
617,85,90,83
618,53,71,70
619,74,75,80
620,66,63,62
621,50,52,48
622,76,67,74
623,75,87,82
624,82,83,87
625,61,53,58
626,66,79,80
627,59,67,64
628,90,83,86
629,43,55,50
630,62,68,64
631,37,42,43
632,66,65,53
633,79,73,71
634,36,33,33
635,63,74,78
636,63,52,53
637,75,61,66
638,65,63,59
639,87,76,72
640,74,69,63
641,48,51,55
642,58,54,42
643,60,51,51
644,70,79,70
645,71,58,65
646,72,65,68
647,96,100,96
648,63,61,65
649,68,73,76
650,55,63,67
651,83,79,75
652,62,57,53
653,85,69,72
654,84,99,97
655,64,64,66
656,38,43,40
657,65,62,64
658,76,84,85
660,67,61,61
661,76,65,61
662,62,76,73
663,56,61,64
664,84,77,71
665,66,62,61
666,51,49,53
667,93,82,85
668,63,61,67
669,51,47,50
671,54,41,41
672,60,62,49
673,66,81,84
674,42,40,34
675,72,66,62
676,98,94,85
677,73,73,65
678,67,63,59
679,71,73,75
680,69,70,64
681,73,68,72
682,52,59,59
683,97,95,92
684,79,74,69
685,54,65,66
686,96,97,88
687,69,75,59
688,66,78,85
689,61,64,66
690,38,59,59
691,55,61,62
692,98,90,90
693,99,93,95
694,72,82,78
695,69,65,71
696,59,61,61
697,69,60,62
698,53,65,75
699,63,72,79
700,69,71,64
701,58,50,49
702,53,58,60
704,61,69,74
705,52,61,62
706,95,89,87
707,54,62,64
708,69,79,72
709,65,77,69
710,67,71,84
711,74,78,75
712,76,81,85
713,60,56,55
714,73,88,86
715,34,40,42
717,48,54,62
718,49,50,44
719,89,93,99
720,65,75,64
721,76,89,93
722,45,59,63
723,76,75,74
724,99,96,92
725,80,92,90
726,70,89,89
728,57,60,64
729,76,73,69
730,51,41,40
731,78,94,100
732,64,81,83
733,71,89,83
734,66,74,71
735,72,87,80
736,48,67,64
737,74,81,80
738,77,68,76
739,38,36,32
740,84,83,83
741,35,49,43
742,92,85,87
743,35,50,49
744,52,48,44
745,44,45,40
746,58,58,64
747,55,62,67
748,58,65,63
749,62,63,64
750,84,80,75
751,73,78,82
752,70,72,77
753,69,59,58
754,85,76,73
755,54,77,64
756,76,76,68
757,92,98,100
758,66,76,73
759,50,66,58
760,44,59,50
761,94,92,91
762,42,43,40
763,57,61,56
764,90,80,70
765,58,71,69
766,64,61,68
767,50,58,62
768,90,80,79
769,67,69,62
770,86,91,95
771,56,65,70
772,44,47,47
773,90,92,91
774,89,87,83
775,72,90,79
776,69,73,70
777,72,83,77
778,70,85,78
779,31,36,42
780,41,61,54
781,95,94,98
782,63,73,73
783,94,93,94
784,84,89,88
785,61,58,54
786,88,86,81
787,100,90,97
788,65,50,47
789,77,80,71
790,82,89,82
791,78,70,66
792,55,59,52
793,68,80,80
794,70,82,82
795,25,39,38
796,82,75,72
797,49,74,66
798,56,50,53
799,75,82,89
800,71,80,80
801,66,69,65
802,68,61,60
803,90,94,93
804,65,77,77
805,83,80,76
806,59,57,52
807,61,66,62
808,67,65,64
809,85,81,80
810,56,54,56
811,77,70,67
812,75,68,72
813,69,87,85
814,81,74,73
815,72,65,69
816,72,71,68
817,81,81,80
818,70,90,92
819,72,80,71
820,75,61,67
821,78,72,82
822,49,57,66
823,42,37,39
824,46,61,66
825,63,69,82
826,63,63,71
827,65,65,63
828,92,99,98
829,61,59,62
830,100,83,87
831,90,100,96
832,56,45,45
833,64,56,65
834,83,80,81
835,70,84,83
836,66,68,72
837,65,66,69
838,35,38,36
839,73,79,79
840,72,75,69
841,87,87,92
842,65,63,65
843,59,58,58
844,37,56,60
845,74,65,59
846,91,82,75
847,84,90,92
848,51,69,68
849,59,65,66
850,44,55,52
851,73,68,66
852,88,82,75
853,48,57,60
854,64,55,53
855,62,55,53
856,78,77,63
857,48,60,60
858,88,80,74
859,76,75,83
860,77,84,82
861,84,88,93
862,44,44,45
863,72,63,66
864,60,65,58
865,84,76,73
866,80,82,85
867,98,89,95
868,57,68,64
869,80,65,67
870,52,63,65
871,66,70,64
872,40,29,34
873,68,74,78
874,67,62,60
875,65,75,80
876,70,57,57
877,81,91,89
878,86,73,64
879,64,54,56
880,52,63,59
881,56,66,59
882,74,89,83
883,57,70,63
884,78,67,66
885,72,86,81
886,35,48,51
887,56,62,62
888,38,45,43
889,80,70,73
890,76,69,68
891,67,94,89
892,75,61,59
893,54,64,69
894,56,73,77
895,53,61,64
896,49,65,56
897,68,69,63
898,62,84,79
899,84,81,82
900,79,79,83
901,76,59,54
902,60,74,73
903,100,100,100
904,79,65,67
905,60,62,62
906,35,46,48
907,45,34,29
908,48,49,44
909,73,72,73
910,70,77,76
911,61,68,73
912,64,72,72
913,70,61,61
914,70,85,85
915,60,54,49
916,46,45,43
917,96,89,96
918,57,66,68
919,69,61,65
920,91,95,97
921,61,75,67
922,82,81,83
923,83,80,77
924,87,94,99
925,70,66,64
926,64,73,75
927,55,51,49
928,44,35,41
929,97,85,95
930,52,69,64
931,72,79,85
932,84,81,72
933,35,53,48
934,76,64,60
935,79,90,87
936,85,87,93
937,96,94,92
938,55,51,47
939,49,67,66
940,85,87,80
941,99,97,98
942,49,39,41
943,74,57,56
944,45,50,46
945,53,61,65
946,28,38,38
947,69,53,51
948,60,73,75
949,49,57,55
950,48,66,66
951,50,52,53
952,60,70,72
953,69,62,68
954,57,55,53
955,60,55,50
956,63,71,75
957,84,73,77
958,64,62,59
959,80,94,90
960,66,68,61
961,71,78,82
962,83,78,73
963,78,79,80
964,65,68,61
965,39,48,43
966,63,65,69
967,59,54,57
968,40,51,46
969,46,66,60
970,76,77,78
971,88,87,87
972,60,49,47
973,56,71,69
974,57,58,48
975,91,96,99
976,80,68,67
977,49,44,46
978,71,62,69
979,81,85,80
980,87,76,80
981,75,87,80
982,63,72,71
983,61,56,61
984,68,79,76
985,64,60,58
986,73,81,80
987,45,51,50
988,67,59,63
989,54,62,64
990,67,57,64
991,51,54,58
992,67,81,75
993,39,40,41
994,70,79,79
995,65,59,59
996,72,62,59
997,67,76,78
998,75,76,87
999,77,73,68
0,70,73,67
1,45,59,59
2,79,78,74
3,72,60,62
4,78,100,92
5,54,55,50
6,49,56,52
7,83,86,87
8,38,53,48
9,57,72,76
10,90,89,85
11,69,68,73
12,58,65,66
13,72,62,59
14,92,76,74
15,67,68,73
16,78,80,75
17,60,59,55
18,48,44,45
19,66,51,54
20,50,41,41
21,64,64,69
22,82,71,66
23,50,58,57
24,56,62,57
25,56,74,82
26,65,61,66
27,72,69,72
28,52,64,63
29,72,78,76
30,56,63,57
31,63,77,77
32,66,72,65
33,68,77,76
34,69,56,56
35,65,64,62
36,70,61,65
37,46,43,43
38,65,74,80
39,86,89,90
40,54,50,41
41,67,71,66
42,50,68,71
43,71,80,82
44,72,85,80
45,58,64,59
46,63,71,66
47,56,58,52
48,70,73,67
49,48,64,56
50,75,66,65
51,56,67,63
52,78,86,84
53,59,77,75
54,96,86,87
56,91,90,92
57,78,72,73
58,40,40,40
60,60,71,73
61,63,62,60
62,80,92,89
63,56,60,58
64,38,52,49
65,44,43,45
66,86,95,95
67,26,31,42
68,83,85,73
69,77,89,94
70,41,50,43
71,58,62,65
72,70,86,89
73,86,83,91
74,70,75,73
75,46,63,58
76,59,62,66
77,71,75,73
78,80,89,87
79,47,46,42
80,60,65,61
81,81,80,82
82,73,62,57
83,75,68,58
84,53,69,61
85,77,80,82
86,69,63,65
87,55,68,67
88,70,83,81
89,92,84,77
90,72,64,57
91,69,69,61
92,83,67,65
93,44,56,54
94,76,72,72
95,88,83,80
96,67,67,67
97,77,77,67
98,55,71,70
99,62,58,62
100,74,74,71
101,80,84,82
102,85,100,99
103,53,73,68
104,77,73,81
105,77,64,65
106,56,75,70
107,40,59,52
108,66,59,54
109,71,81,79
110,53,63,61
111,62,58,62
112,56,64,68
113,44,49,47
114,88,82,82
115,70,66,76
116,66,61,58
117,61,61,70
118,52,61,61
119,86,82,87
120,74,90,90
121,74,67,75
122,80,75,78
123,28,29,26
124,48,58,61
125,65,57,58
126,61,57,50
127,80,70,67
128,57,60,59
129,50,71,70
130,62,62,62
131,73,82,86
132,68,66,69
133,68,69,56
134,57,70,62
135,34,31,31
136,73,57,63
137,82,84,93
138,76,74,67
139,71,64,62
140,86,88,89
141,42,45,47
142,77,88,90
143,72,64,54
144,57,74,68
145,83,89,87
146,68,71,70
147,70,64,61
148,66,84,87
150,67,69,68
151,50,50,55
152,59,58,60
153,84,78,69
154,72,70,68
155,63,77,64
156,61,71,75
157,55,60,53
158,65,60,58
159,94,79,77
160,82,79,70
161,82,85,88
162,68,72,66
164,57,78,73
165,78,71,80
166,58,62,59
167,74,68,66
168,53,51,51
169,74,86,90
170,65,65,71
171,45,58,60
172,67,62,57
173,99,100,100
174,83,86,94
175,87,100,100
176,73,68,69
177,64,69,66
178,87,89,85
179,84,73,74
180,48,53,55
181,76,67,69
182,87,91,88
183,83,78,71
184,45,40,39
185,50,55,62
186,80,83,80
187,64,58,62
188,100,80,80
189,42,49,43
190,63,54,51
191,94,91,89
192,22,40,35
193,86,93,94
194,89,83,73
195,69,76,71
196,87,76,86
197,83,91,92
198,44,43,37
199,84,75,76
200,60,76,72
201,92,88,88
202,70,69,74
203,45,73,67
204,63,64,55
205,71,73,67
206,65,67,69
207,72,64,57
208,57,54,60
209,51,56,53
210,69,90,86
211,48,66,66
212,64,71,71
213,58,53,44
214,64,48,50
215,84,77,88
216,57,66,65
217,74,80,74
218,45,49,35
220,65,76,75
221,71,74,73
222,76,80,74
223,51,63,57
224,76,72,67
225,67,69,66
226,45,48,47
227,68,65,62
228,63,68,69
229,82,67,73
230,26,16,22
231,63,66,66
232,69,68,68
233,73,81,77
234,80,84,92
235,50,62,59
236,68,67,66
237,66,78,74
238,100,77,74
239,71,78,71
240,67,75,67
242,65,61,63
243,32,31,32
244,39,57,53
245,78,70,68
246,33,29,30
247,86,80,73
248,71,86,89
249,69,63,54
250,80,76,73
251,84,92,93
252,70,65,63
253,86,90,87
254,53,66,68
255,51,53,51
256,54,60,47
257,36,49,47
258,56,57,48
259,47,52,52
260,88,83,80
261,44,60,52
262,62,61,51
263,46,54,54
264,65,56,59
265,56,50,47
266,87,97,90
267,51,59,58
268,76,78,77
269,75,85,77
270,64,64,68
271,67,72,75
272,82,88,82
273,50,68,69
274,71,75,73
275,44,59,59
276,76,72,77
277,76,72,74
278,77,73,79
279,65,79,81
280,68,53,48
281,62,56,47
282,66,66,70
283,67,74,73
284,44,57,64
285,58,78,78
286,60,47,41
287,75,82,83
288,69,72,65
289,53,68,69
290,71,61,63
291,74,73,70
292,71,77,80
293,55,68,56
294,68,64,75
295,54,71,66
296,70,58,57
297,56,61,55
298,76,95,90
299,53,73,63
300,92,87,93
301,67,54,49
302,61,71,74
303,75,58,57
304,31,41,44
305,91,100,100
306,76,83,84
308,74,75,63
309,71,82,91
310,73,68,69
311,95,92,83
312,38,52,42
313,35,44,46
314,37,45,41
315,87,97,90
316,100,100,100
317,49,53,41
318,43,50,46
319,79,79,74
320,68,79,73
321,59,57,61
322,59,64,61
323,59,53,58
324,62,64,61
325,71,63,69
326,72,71,69
327,72,69,67
328,59,63,71
329,46,38,31
330,78,81,78
331,41,56,52
332,88,91,80
333,78,76,77
334,34,46,43
335,60,78,75
336,86,92,91
337,83,78,84
338,63,66,66
339,37,52,39
340,93,83,84
341,62,76,79
342,29,51,48
343,41,57,50
344,63,68,57
345,37,52,55
346,68,70,59
347,80,87,90
348,71,84,79
349,76,73,76
350,64,82,80
351,82,99,100
352,70,62,64
353,73,64,57
354,77,85,82
355,51,69,60
356,58,59,56
357,54,64,67
358,83,86,88
359,76,87,86
360,79,82,81
361,70,65,64
362,80,65,62
363,74,81,79
364,83,75,73
365,44,56,53
366,73,63,57
367,67,80,80
368,54,59,52
369,71,70,60
370,51,71,73
371,77,60,58
372,71,53,57
373,49,54,61
374,62,58,59
375,61,76,69
376,59,65,57
377,47,52,49
378,81,75,75
379,69,86,86
380,58,65,57
381,67,72,69
382,38,52,51
383,81,77,80
384,80,67,67
385,88,88,88
386,65,75,74
387,30,34,28
388,86,91,84
389,84,79,73
390,68,66,74
391,45,41,36
392,98,88,80
393,65,61,61
394,49,55,51
395,72,68,70
396,85,78,73
397,92,86,88
398,68,74,69
399,75,65,61
400,55,59,68
401,69,53,51
402,71,66,62
403,53,66,74
404,70,72,71
405,56,57,55
406,88,74,75
407,83,80,83
408,61,68,66
409,92,79,74
410,55,61,58
411,90,74,75
412,85,82,84
413,64,71,70
414,73,75,80
415,70,66,62
416,52,55,60
417,48,62,55
419,66,72,72
420,65,66,73
421,50,52,56
422,50,57,55
423,67,63,62
424,88,88,81
425,27,41,34
426,24,21,12
427,58,57,51
428,63,73,66
429,50,44,49
430,82,92,93
431,43,52,50
432,65,70,68
433,36,36,40
434,54,56,52
435,61,67,60
436,58,74,73
437,85,100,100
438,50,59,52
439,81,78,83
440,68,67,72
441,69,74,69
442,59,67,66
443,56,72,68
444,54,60,60
445,40,65,56
446,66,58,62
447,60,70,63
448,83,89,82
449,62,56,59
450,100,94,100
451,49,41,32
452,83,92,90
453,76,86,83
454,60,75,70
455,82,73,71
456,79,78,71
457,67,63,56
458,52,76,74
459,73,80,84
460,70,77,79
461,61,72,72
462,60,73,67
463,47,39,37
464,78,77,71
465,40,44,49
466,72,78,69
467,73,72,65
468,92,91,90
469,68,78,74
470,60,62,59
471,65,67,62
472,84,82,85
473,77,75,74
474,72,62,60
475,55,58,57
476,56,67,65
478,55,53,59
479,64,60,63
480,63,50,45
481,80,78,75
482,69,66,67
483,77,78,78
484,68,77,81
485,57,70,69
486,68,85,89
487,52,65,65
